window_size,step,n_windows,prob_corr_vs_baseline,prob_mae_vs_baseline,Neff_min_min,Neff_min_p05,Neff_min_median,min_eigenvalue,max_condition_number,near_singular_count,turnover_rate,avg_run_length,med_run_length
1000,63,84,0.9960804654310309,0.01723988241371474,1.7598886633398039,54.258255752151626,190.59539074860226,1.0002258810337534e-06,4114.526562106329,0,0.17758509955041746,5.626919602529359,1.0
1250,21,240,0.9982621562594834,0.00973315911793367,29.372297919796132,34.6519474086645,199.08651672485803,1.0003346064450872e-06,4542.712175648516,0,0.17661135928525845,5.657942238267148,1.0
1250,63,80,1.0,0.0,29.40836068093062,35.419510006439005,198.29734346059547,1.0003338721246172e-06,3990.328797515489,0,0.1665595888210729,5.999036608863198,1.0
1250,126,40,0.9971546031952279,0.015830086745187873,29.642015893794152,36.09441095013872,196.8046362604095,1.0003451653991308e-06,3973.4326680311806,0,0.16404348531559307,6.090909090909091,1.0
1500,63,76,0.9895551758363472,0.02897209774178983,31.537478635355328,33.364894032575535,213.93629953074762,1.0003620821434934e-06,3921.046588628582,0,0.17480719794344474,5.7162534435261705,2.0
